MQ2,MQ3,MQ5,MQ6,MQ7,MQ8,MQ135,label,timestamp
172.18,71.02,173.03,238.49,6.33,379.41,92.88,No Gas,2024-01-01 02:52:26
775.35,98.0,147.25,166.82,39.34,657.43,248.56,Smoke,2024-01-01 02:52:28
618.15,173.47,348.0,205.38,65.99,1146.91,184.25,Combined,2024-01-01 02:52:30
842.7,521.89,335.44,300.43,61.29,799.27,273.18,Combined,2024-01-01 02:52:32
224.19,95.8,265.97,161.19,7.92,236.83,30.68,No Gas,2024-01-01 02:52:34
523.26,146.48,188.99,187.19,91.18,369.73,264.26,Smoke,2024-01-01 02:52:36
1027.1,512.43,655.14,146.86,75.84,406.84,122.91,Combined,2024-01-01 02:52:38
105.7,83.2,147.5,203.91,6.61,192.86,111.01,No Gas,2024-01-01 02:52:40
465.84,216.54,269.97,217.83,38.41,563.72,188.53,Combined,2024-01-01 02:52:42
125.12,202.83,190.08,215.97,10.8,118.47,95.02,No Gas,2024-01-01 02:52:44
991.4,336.14,155.33,407.83,27.3,1015.32,206.95,Combined,2024-01-01 02:52:46
314.01,262.06,81.9,170.78,25.9,333.42,183.18,Perfume,2024-01-01 02:52:48
757.46,151.49,240.17,256.02,60.66,807.0,305.25,Combined,2024-01-01 02:52:50
291.25,391.81,233.0,172.1,6.04,397.93,113.35,Perfume,2024-01-01 02:52:52
174.21,125.29,123.6,229.59,18.12,274.62,123.32,No Gas,2024-01-01 02:52:54
377.09,471.65,541.63,362.42,18.47,316.67,182.73,Combined,2024-01-01 02:52:56
286.58,192.56,101.34,94.55,24.34,117.41,105.3,No Gas,2024-01-01 02:52:58
127.26,90.91,121.88,69.7,5.37,472.44,76.53,No Gas,2024-01-01 02:53:00
373.35,360.83,145.1,251.05,19.24,205.57,298.88,Perfume,2024-01-01 02:53:02
115.01,171.97,238.51,242.57,14.51,294.66,298.47,Perfume,2024-01-01 02:53:04
1007.7,241.41,147.26,268.48,91.07,972.39,277.67,Combined,2024-01-01 02:53:06
120.13,103.92,195.51,112.81,23.8,227.67,75.9,No Gas,2024-01-01 02:53:08
399.29,197.29,239.43,219.93,17.09,291.01,94.52,Perfume,2024-01-01 02:53:10
143.15,209.48,312.37,264.86,7.15,93.15,341.1,Perfume,2024-01-01 02:53:12
156.69,77.51,111.54,182.9,6.78,135.74,70.53,No Gas,2024-01-01 02:53:14
251.23,84.96,183.32,207.14,15.26,325.8,33.12,No Gas,2024-01-01 02:53:16
174.62,98.73,147.1,199.87,13.23,244.68,105.76,No Gas,2024-01-01 02:53:18
182.96,146.18,189.05,192.66,6.49,270.39,38.96,No Gas,2024-01-01 02:53:20
455.42,146.94,190.95,348.2,80.58,435.7,444.57,Combined,2024-01-01 02:53:22
388.9,723.82,308.73,72.49,18.65,405.13,232.01,Perfume,2024-01-01 02:53:24
370.18,165.84,247.45,203.1,18.43,429.48,301.04,Perfume,2024-01-01 02:53:26
476.09,157.03,345.98,470.0,84.14,928.93,471.14,Combined,2024-01-01 02:53:28
273.94,159.01,153.63,198.38,20.8,212.3,38.31,No Gas,2024-01-01 02:53:30
439.28,178.33,248.21,279.11,62.72,1081.03,243.11,Combined,2024-01-01 02:53:32
401.16,223.24,226.74,177.77,62.96,608.45,376.86,Smoke,2024-01-01 02:53:34
1168.61,150.51,515.76,388.47,81.93,291.33,263.63,Combined,2024-01-01 02:53:36
211.91,102.17,198.92,112.57,14.03,264.78,97.64,No Gas,2024-01-01 02:53:38
498.99,223.97,153.73,286.88,75.74,754.67,237.68,Combined,2024-01-01 02:53:40
161.75,71.13,135.09,97.49,8.97,168.48,51.82,No Gas,2024-01-01 02:53:42
177.52,184.24,109.56,200.8,24.81,97.28,40.77,No Gas,2024-01-01 02:53:44
316.49,390.98,176.21,231.14,7.97,173.8,305.48,Perfume,2024-01-01 02:53:46
224.93,213.93,127.35,150.83,14.63,160.07,39.44,No Gas,2024-01-01 02:53:48
267.71,194.43,117.18,154.45,22.58,250.26,316.79,Perfume,2024-01-01 02:53:50
1303.81,69.17,361.78,148.96,75.2,138.68,212.86,Smoke,2024-01-01 02:53:52
117.93,642.84,384.88,205.52,7.09,233.13,389.46,Perfume,2024-01-01 02:53:54
196.02,180.48,142.65,183.16,15.28,412.43,81.3,No Gas,2024-01-01 02:53:56
178.2,209.65,163.07,89.91,17.55,369.68,110.81,No Gas,2024-01-01 02:53:58
265.44,172.93,156.69,187.5,15.49,269.45,48.02,No Gas,2024-01-01 02:54:00
399.11,153.28,305.14,181.06,63.37,668.41,99.92,Smoke,2024-01-01 02:54:02
237.95,152.99,161.94,187.6,11.26,223.42,50.78,No Gas,2024-01-01 02:54:04
166.31,100.04,174.29,218.27,8.97,262.99,81.5,No Gas,2024-01-01 02:54:06
228.82,131.85,171.46,79.47,11.47,226.33,107.12,No Gas,2024-01-01 02:54:08
139.45,126.99,177.56,106.16,6.33,316.43,55.73,No Gas,2024-01-01 02:54:10
653.78,305.17,335.39,215.23,104.81,566.72,251.96,Smoke,2024-01-01 02:54:12
1185.52,170.82,254.71,223.24,88.62,986.8,57.22,Combined,2024-01-01 02:54:14
229.52,94.42,91.8,59.35,8.6,116.4,77.1,No Gas,2024-01-01 02:54:16
890.39,242.82,135.19,238.41,59.73,547.6,191.64,Smoke,2024-01-01 02:54:18
252.08,680.87,120.56,155.13,7.0,177.97,251.72,Perfume,2024-01-01 02:54:20
329.44,209.47,359.7,230.97,82.99,691.93,96.22,Smoke,2024-01-01 02:54:22
258.88,378.71,222.28,175.74,20.97,155.28,114.97,Perfume,2024-01-01 02:54:24
865.16,233.13,354.34,127.17,51.6,294.15,157.66,Smoke,2024-01-01 02:54:26
945.47,165.94,73.83,237.64,47.99,649.99,144.05,Smoke,2024-01-01 02:54:28
108.54,189.09,205.66,230.16,8.69,275.87,68.52,No Gas,2024-01-01 02:54:30
187.13,300.44,153.83,162.33,6.53,104.78,211.06,Perfume,2024-01-01 02:54:32
182.79,478.22,248.52,204.27,7.67,109.92,662.61,Perfume,2024-01-01 02:54:34
171.26,115.27,177.19,162.12,14.08,355.96,85.24,No Gas,2024-01-01 02:54:36
282.61,172.14,109.46,197.29,19.1,283.98,127.4,No Gas,2024-01-01 02:54:38
590.33,185.17,197.49,145.81,97.2,745.55,69.22,Combined,2024-01-01 02:54:40
1504.56,105.7,266.22,118.72,49.05,492.53,306.87,Smoke,2024-01-01 02:54:42
393.78,302.37,267.19,280.51,60.77,546.93,200.24,Smoke,2024-01-01 02:54:44
1392.09,182.1,185.51,198.69,24.19,335.56,92.88,Combined,2024-01-01 02:54:46
199.07,207.41,336.64,238.03,22.12,206.37,269.87,Perfume,2024-01-01 02:54:48
1548.73,91.37,166.77,83.57,118.89,201.36,344.61,Smoke,2024-01-01 02:54:50
336.01,297.22,233.87,91.19,22.09,176.83,197.48,Perfume,2024-01-01 02:54:52
912.93,538.19,381.42,345.31,57.87,1234.01,161.51,Combined,2024-01-01 02:54:54
863.45,228.23,233.35,106.2,189.58,735.86,140.86,Smoke,2024-01-01 02:54:56
643.92,118.73,216.52,263.82,38.39,651.45,135.3,Smoke,2024-01-01 02:54:58
267.43,186.25,214.52,155.93,22.04,238.8,80.82,No Gas,2024-01-01 02:55:00
391.03,219.51,251.74,194.92,61.42,403.67,111.72,Combined,2024-01-01 02:55:02
158.09,201.13,291.96,178.71,7.99,234.63,344.46,Perfume,2024-01-01 02:55:04
321.31,100.33,226.23,158.32,11.0,127.15,60.05,No Gas,2024-01-01 02:55:06
1458.96,329.28,463.73,297.23,20.78,559.86,106.88,Combined,2024-01-01 02:55:08
681.97,171.63,444.6,259.91,22.62,633.84,64.65,Smoke,2024-01-01 02:55:10
229.73,70.28,79.05,69.37,20.33,385.1,96.53,No Gas,2024-01-01 02:55:12
617.55,127.81,198.99,163.83,47.6,404.22,317.7,Smoke,2024-01-01 02:55:14
753.05,66.46,244.03,139.25,88.58,282.87,178.56,Smoke,2024-01-01 02:55:16
792.93,417.5,173.92,150.66,35.45,651.77,319.04,Combined,2024-01-01 02:55:18
238.31,65.42,190.38,108.38,8.04,155.66,97.5,No Gas,2024-01-01 02:55:20
534.36,128.56,162.03,233.07,37.26,554.59,161.45,Combined,2024-01-01 02:55:22
826.66,150.27,173.11,186.02,68.11,326.99,115.17,Smoke,2024-01-01 02:55:24
227.74,124.14,145.9,127.71,6.36,374.23,52.33,No Gas,2024-01-01 02:55:26
472.32,363.4,291.26,215.09,67.92,344.41,122.47,Combined,2024-01-01 02:55:28
768.87,314.33,297.12,228.26,83.98,271.16,106.72,Smoke,2024-01-01 02:55:30
289.7,114.93,81.98,180.81,12.23,149.05,105.24,No Gas,2024-01-01 02:55:32
992.93,143.38,209.96,157.17,36.04,230.08,95.62,Smoke,2024-01-01 02:55:34
956.45,377.57,270.5,355.57,25.65,384.04,278.16,Combined,2024-01-01 02:55:36
193.94,109.76,210.27,79.18,19.95,295.93,63.12,No Gas,2024-01-01 02:55:38
131.71,108.23,211.64,162.47,15.27,267.31,75.92,No Gas,2024-01-01 02:55:40
244.0,101.23,179.01,181.45,15.62,378.57,57.73,No Gas,2024-01-01 02:55:42
140.03,85.72,84.79,87.96,15.83,414.84,49.33,No Gas,2024-01-01 02:55:44
314.75,424.21,147.65,324.76,11.44,321.9,337.88,Perfume,2024-01-01 02:55:46
331.09,150.0,382.03,183.18,108.09,213.59,142.13,Smoke,2024-01-01 02:55:48
185.86,176.97,102.36,212.22,9.68,444.85,100.02,No Gas,2024-01-01 02:55:50
256.11,69.06,171.33,75.15,23.46,329.63,62.88,No Gas,2024-01-01 02:55:52
241.43,104.13,170.39,225.8,11.69,255.09,72.73,No Gas,2024-01-01 02:55:54
1230.98,132.22,516.7,292.44,99.23,193.75,98.41,Combined,2024-01-01 02:55:56
153.86,100.63,337.66,198.65,10.09,228.83,91.52,No Gas,2024-01-01 02:55:58
958.37,159.73,197.46,114.91,15.19,675.48,181.39,Combined,2024-01-01 02:56:00
480.65,93.86,131.46,186.11,33.86,377.92,380.39,Smoke,2024-01-01 02:56:02
124.07,137.21,80.3,76.21,6.74,251.65,50.37,No Gas,2024-01-01 02:56:04
1041.38,315.71,224.51,345.08,40.89,402.94,194.91,Combined,2024-01-01 02:56:06
497.71,106.52,163.03,296.97,44.17,342.28,247.34,Smoke,2024-01-01 02:56:08
168.77,624.22,80.66,142.23,5.7,98.04,267.03,Perfume,2024-01-01 02:56:10
867.28,475.2,151.41,147.76,69.83,765.4,228.96,Combined,2024-01-01 02:56:12
218.45,121.29,188.27,139.94,23.24,382.03,107.57,No Gas,2024-01-01 02:56:14
111.45,85.61,135.35,118.0,16.7,111.78,113.86,No Gas,2024-01-01 02:56:16
226.65,269.06,121.21,104.04,17.85,341.65,146.97,Perfume,2024-01-01 02:56:18
233.27,176.86,170.0,150.51,7.32,256.63,104.04,No Gas,2024-01-01 02:56:20
221.14,200.41,138.64,207.39,14.34,122.84,70.48,No Gas,2024-01-01 02:56:22
287.53,89.75,97.85,115.54,24.11,411.26,51.28,No Gas,2024-01-01 02:56:24
146.63,128.32,167.68,174.25,16.17,399.54,45.04,No Gas,2024-01-01 02:56:26
268.43,212.88,223.32,181.72,9.31,140.75,195.44,Perfume,2024-01-01 02:56:28
134.64,167.47,128.63,180.91,19.41,199.35,115.23,No Gas,2024-01-01 02:56:30
704.3,73.93,268.86,122.62,117.27,487.02,185.85,Smoke,2024-01-01 02:56:32
174.51,395.93,97.24,145.31,5.4,179.84,268.2,Perfume,2024-01-01 02:56:34
342.36,100.12,112.55,323.33,116.67,589.24,219.87,Smoke,2024-01-01 02:56:36
235.17,111.69,169.58,153.79,11.32,319.2,74.88,No Gas,2024-01-01 02:56:38
119.09,366.57,232.55,88.59,18.22,383.09,159.56,Perfume,2024-01-01 02:56:40
171.07,158.32,194.73,161.66,9.89,422.65,72.27,No Gas,2024-01-01 02:56:42
373.6,424.13,240.24,180.7,9.48,164.21,67.3,Perfume,2024-01-01 02:56:44
1497.36,89.87,134.77,334.57,36.89,339.21,166.64,Combined,2024-01-01 02:56:46
564.87,118.33,206.44,215.88,27.79,879.08,97.6,Smoke,2024-01-01 02:56:48
431.84,219.69,131.51,352.49,83.93,836.15,102.42,Smoke,2024-01-01 02:56:50
599.0,292.48,305.94,165.12,133.53,441.4,162.45,Smoke,2024-01-01 02:56:52
312.43,133.08,192.29,131.87,13.19,266.81,118.37,No Gas,2024-01-01 02:56:54
446.33,291.24,294.37,291.7,13.26,623.71,164.6,Combined,2024-01-01 02:56:56
852.0,456.64,489.19,117.21,92.27,537.87,217.16,Combined,2024-01-01 02:56:58
195.73,82.66,218.82,94.45,22.35,343.19,53.25,No Gas,2024-01-01 02:57:00
350.09,439.64,175.6,204.5,20.51,216.93,184.64,Perfume,2024-01-01 02:57:02
829.61,619.56,725.76,192.42,46.86,478.1,170.38,Combined,2024-01-01 02:57:04
961.79,327.4,301.42,398.96,41.68,342.86,158.26,Combined,2024-01-01 02:57:06
820.55,126.91,216.96,299.22,65.35,672.66,146.06,Smoke,2024-01-01 02:57:08
313.01,105.19,393.75,194.51,61.79,92.57,191.48,Smoke,2024-01-01 02:57:10
272.37,82.12,192.92,145.52,20.28,301.29,115.11,No Gas,2024-01-01 02:57:12
875.71,130.96,465.13,153.56,56.17,835.53,255.77,Combined,2024-01-01 02:57:14
188.79,175.29,204.58,101.92,5.53,259.43,64.57,No Gas,2024-01-01 02:57:16
525.47,118.36,348.51,279.73,48.34,633.12,248.01,Smoke,2024-01-01 02:57:18
305.36,192.4,248.16,154.63,19.63,371.61,38.46,No Gas,2024-01-01 02:57:20
228.46,163.42,246.52,127.14,16.37,302.25,69.15,No Gas,2024-01-01 02:57:22
590.67,121.1,397.93,90.64,101.73,1034.56,189.71,Smoke,2024-01-01 02:57:24
1588.06,317.12,331.78,201.49,52.65,510.02,237.12,Combined,2024-01-01 02:57:26
117.97,118.54,99.36,86.58,22.04,176.43,92.59,No Gas,2024-01-01 02:57:28
445.13,146.4,413.5,154.42,64.19,584.6,143.35,Smoke,2024-01-01 02:57:30
192.41,65.45,121.03,176.15,13.33,377.78,103.6,No Gas,2024-01-01 02:57:32
290.58,249.49,225.33,126.78,25.06,388.68,97.66,No Gas,2024-01-01 02:57:34
614.18,189.5,261.46,252.09,75.2,236.47,179.32,Smoke,2024-01-01 02:57:36
562.3,128.13,126.56,230.0,37.4,258.06,304.43,Smoke,2024-01-01 02:57:38
124.21,203.05,202.82,191.47,14.16,203.19,56.52,No Gas,2024-01-01 02:57:40
171.15,47.73,155.96,154.32,26.76,219.69,56.29,No Gas,2024-01-01 02:57:42
179.04,57.54,124.88,240.36,9.7,186.21,53.15,No Gas,2024-01-01 02:57:44
161.79,53.45,269.78,172.89,14.62,154.48,124.0,No Gas,2024-01-01 02:57:46
343.14,416.95,504.83,290.88,29.82,582.27,331.05,Combined,2024-01-01 02:57:48
914.35,209.1,126.55,402.59,63.85,1239.42,285.3,Combined,2024-01-01 02:57:50
225.68,107.48,285.91,139.43,9.42,338.17,66.9,No Gas,2024-01-01 02:57:52
757.51,247.07,379.2,189.53,51.76,213.66,87.3,Smoke,2024-01-01 02:57:54
669.93,455.04,359.84,385.66,98.85,271.96,158.02,Combined,2024-01-01 02:57:56
244.16,53.76,248.75,116.84,22.05,317.16,92.64,No Gas,2024-01-01 02:57:58
806.62,390.06,530.41,359.96,76.61,693.18,155.95,Combined,2024-01-01 02:58:00
970.44,134.75,189.14,283.83,12.86,305.66,88.35,Combined,2024-01-01 02:58:02
110.13,47.99,234.81,98.25,19.76,214.97,71.31,No Gas,2024-01-01 02:58:04
216.06,104.85,109.79,87.25,12.18,202.36,80.16,No Gas,2024-01-01 02:58:06
722.67,150.99,262.75,333.57,45.32,456.99,78.65,Combined,2024-01-01 02:58:08
442.13,280.54,369.38,316.51,11.83,312.27,247.12,Smoke,2024-01-01 02:58:10
142.48,154.36,246.51,98.06,18.21,287.23,97.74,No Gas,2024-01-01 02:58:12
173.13,61.03,216.82,116.09,8.89,224.99,62.51,No Gas,2024-01-01 02:58:14
893.7,288.68,362.7,290.22,92.79,887.98,123.99,Smoke,2024-01-01 02:58:16
136.48,350.88,126.45,208.84,24.29,187.36,616.14,Perfume,2024-01-01 02:58:18
303.65,376.53,260.57,226.08,24.47,359.16,184.89,Perfume,2024-01-01 02:58:20
974.45,406.94,272.54,334.51,24.8,408.64,144.31,Combined,2024-01-01 02:58:22
124.07,162.74,167.9,95.79,16.18,336.92,97.99,No Gas,2024-01-01 02:58:24
579.9,116.54,260.52,136.83,50.77,385.99,232.68,Smoke,2024-01-01 02:58:26
602.59,239.57,376.19,294.41,30.49,676.25,271.91,Smoke,2024-01-01 02:58:28
415.28,84.03,195.77,285.24,41.96,899.9,326.22,Smoke,2024-01-01 02:58:30
111.97,98.75,85.7,175.92,13.59,293.63,67.44,No Gas,2024-01-01 02:58:32
693.1,283.66,260.6,303.82,24.73,985.67,137.85,Combined,2024-01-01 02:58:34
1178.67,292.83,451.65,175.88,18.58,1041.98,151.65,Combined,2024-01-01 02:58:36
1454.39,121.69,88.82,205.04,70.21,527.33,128.65,Smoke,2024-01-01 02:58:38
341.95,205.68,105.5,145.28,27.14,228.67,267.85,Perfume,2024-01-01 02:58:40
203.08,204.79,136.06,74.41,9.55,327.37,66.62,No Gas,2024-01-01 02:58:42
552.33,138.18,241.75,218.78,98.48,268.15,243.96,Smoke,2024-01-01 02:58:44
229.01,414.54,169.04,94.23,9.9,290.93,188.45,Perfume,2024-01-01 02:58:46
987.48,146.69,46.8,216.0,82.45,486.89,209.78,Smoke,2024-01-01 02:58:48
827.97,145.88,97.44,367.16,34.64,1031.43,148.33,Combined,2024-01-01 02:58:50
288.45,408.85,190.3,136.53,14.34,96.49,257.47,Perfume,2024-01-01 02:58:52
147.3,49.35,247.84,93.19,14.65,126.86,55.05,No Gas,2024-01-01 02:58:54
118.05,579.19,252.94,56.48,9.59,347.31,310.77,Perfume,2024-01-01 02:58:56
303.92,85.09,145.07,151.0,7.5,201.21,37.05,No Gas,2024-01-01 02:58:58
134.16,51.25,146.85,87.66,22.68,280.65,28.01,No Gas,2024-01-01 02:59:00
112.46,150.65,152.44,258.62,16.28,263.51,59.52,No Gas,2024-01-01 02:59:02
681.41,220.41,200.58,146.05,26.7,754.68,155.32,Smoke,2024-01-01 02:59:04
220.83,313.81,282.17,218.22,9.46,224.16,411.7,Perfume,2024-01-01 02:59:06
1060.08,141.63,163.22,275.35,88.9,224.8,123.39,Smoke,2024-01-01 02:59:08
233.77,162.46,236.82,188.13,11.58,95.54,318.37,Perfume,2024-01-01 02:59:10
793.21,119.59,235.39,154.07,57.29,405.05,119.6,Smoke,2024-01-01 02:59:12
171.87,136.96,107.74,119.01,6.9,150.22,112.25,No Gas,2024-01-01 02:59:14
1567.78,144.66,264.51,365.87,44.79,651.31,247.23,Combined,2024-01-01 02:59:16
216.51,128.0,128.72,71.95,10.97,232.74,42.3,No Gas,2024-01-01 02:59:18
175.94,63.86,100.61,69.02,7.79,240.92,39.15,No Gas,2024-01-01 02:59:20
602.54,147.84,237.04,219.69,36.34,439.87,43.69,Smoke,2024-01-01 02:59:22
258.53,81.11,212.95,129.7,13.52,273.81,91.42,No Gas,2024-01-01 02:59:24
167.15,75.91,200.34,209.76,15.67,187.79,46.75,No Gas,2024-01-01 02:59:26
381.83,394.26,199.23,221.47,8.7,317.41,333.38,Perfume,2024-01-01 02:59:28
792.33,153.24,188.38,184.18,37.65,742.22,131.84,Smoke,2024-01-01 02:59:30
756.96,254.16,196.41,230.81,58.22,726.18,71.71,Smoke,2024-01-01 02:59:32
1102.67,388.32,347.87,429.7,45.77,936.63,197.6,Combined,2024-01-01 02:59:34
735.49,191.0,119.37,66.67,48.99,622.59,117.77,Smoke,2024-01-01 02:59:36
1170.48,213.26,296.2,380.25,63.55,192.31,239.16,Combined,2024-01-01 02:59:38
189.01,107.82,142.2,69.82,7.17,112.46,45.08,No Gas,2024-01-01 02:59:40
1165.35,98.16,280.14,347.43,42.57,468.85,88.54,Smoke,2024-01-01 02:59:42
926.74,348.32,282.72,407.15,52.71,581.53,306.76,Combined,2024-01-01 02:59:44
387.18,116.7,303.94,247.14,35.58,1077.59,112.51,Smoke,2024-01-01 02:59:46
277.11,245.61,119.34,176.63,25.97,284.97,181.85,Perfume,2024-01-01 02:59:48
152.12,107.84,130.68,156.84,22.59,351.57,42.35,No Gas,2024-01-01 02:59:50
236.8,112.74,203.73,100.2,21.37,254.49,113.21,No Gas,2024-01-01 02:59:52
564.43,72.01,284.89,236.26,28.48,738.63,208.96,Smoke,2024-01-01 02:59:54
111.34,123.15,157.89,142.76,15.3,185.79,49.95,No Gas,2024-01-01 02:59:56
525.35,207.07,142.09,434.15,38.4,652.1,283.11,Combined,2024-01-01 02:59:58
119.04,47.47,246.12,208.29,9.47,341.14,95.78,No Gas,2024-01-01 03:00:00
821.12,272.46,289.03,163.88,33.87,410.7,111.22,Combined,2024-01-01 03:00:02
680.59,461.89,463.55,184.75,62.95,536.83,380.14,Combined,2024-01-01 03:00:04
243.82,184.46,240.69,147.59,11.34,224.52,94.28,No Gas,2024-01-01 03:00:06
194.58,170.1,129.92,75.46,22.3,416.72,61.87,No Gas,2024-01-01 03:00:08
621.66,293.19,369.67,163.73,66.72,931.17,98.95,Combined,2024-01-01 03:00:10
477.51,401.37,229.93,184.73,48.99,594.2,121.83,Combined,2024-01-01 03:00:12
381.15,244.12,387.19,266.31,32.47,333.43,158.31,Smoke,2024-01-01 03:00:14
173.74,133.84,169.18,127.78,15.86,268.14,32.99,No Gas,2024-01-01 03:00:16
764.92,92.3,247.46,139.26,64.64,215.76,485.66,Smoke,2024-01-01 03:00:18
115.67,719.3,268.02,270.08,7.94,104.0,275.89,Perfume,2024-01-01 03:00:20
268.97,136.66,132.63,76.12,9.41,161.01,69.13,No Gas,2024-01-01 03:00:22
198.01,302.36,122.44,130.52,18.18,227.45,220.28,Perfume,2024-01-01 03:00:24
216.9,96.61,176.75,89.68,24.38,154.56,44.2,No Gas,2024-01-01 03:00:26
156.34,55.71,169.53,122.13,24.8,209.21,83.08,No Gas,2024-01-01 03:00:28
146.01,122.99,144.83,214.89,23.86,91.64,65.98,No Gas,2024-01-01 03:00:30
127.52,233.89,210.73,204.07,15.3,143.43,143.14,No Gas,2024-01-01 03:00:32
224.83,195.31,186.15,140.06,8.47,353.48,71.33,No Gas,2024-01-01 03:00:34
1088.19,248.84,142.43,274.59,71.05,490.94,95.52,Smoke,2024-01-01 03:00:36
120.17,127.52,187.59,90.99,11.18,258.18,38.79,No Gas,2024-01-01 03:00:38
178.28,165.68,102.73,90.11,18.78,154.18,67.35,No Gas,2024-01-01 03:00:40
182.0,72.2,163.71,196.46,28.13,142.57,116.65,No Gas,2024-01-01 03:00:42
874.48,168.95,296.04,398.93,23.65,376.46,253.83,Combined,2024-01-01 03:00:44
593.16,246.99,251.91,87.72,44.32,355.84,243.2,Smoke,2024-01-01 03:00:46
478.48,88.15,269.4,82.8,77.21,224.45,124.71,Smoke,2024-01-01 03:00:48
780.58,149.3,199.6,96.07,46.43,765.49,90.31,Smoke,2024-01-01 03:00:50
1204.56,411.14,424.56,143.76,15.99,1007.55,274.5,Combined,2024-01-01 03:00:52
136.92,139.39,112.99,84.04,11.75,136.81,87.93,No Gas,2024-01-01 03:00:54
332.83,351.17,106.1,85.22,15.94,289.34,234.87,Perfume,2024-01-01 03:00:56
279.21,379.49,105.79,146.51,21.21,313.7,219.94,Perfume,2024-01-01 03:00:58
234.72,410.16,96.43,118.66,21.77,376.93,288.65,Perfume,2024-01-01 03:01:00
166.38,94.84,108.36,73.29,15.54,294.85,66.77,No Gas,2024-01-01 03:01:02
483.66,571.33,142.18,89.81,17.49,410.51,384.72,Perfume,2024-01-01 03:01:04
178.21,155.54,94.38,107.0,5.18,189.98,51.11,No Gas,2024-01-01 03:01:06
1054.26,172.39,266.63,195.14,80.22,263.73,126.44,Smoke,2024-01-01 03:01:08
379.54,536.51,201.64,115.02,6.51,224.7,433.59,Perfume,2024-01-01 03:01:10
174.98,112.49,216.76,105.25,6.95,421.42,76.95,No Gas,2024-01-01 03:01:12
591.52,316.11,346.48,375.46,15.41,206.19,191.03,Combined,2024-01-01 03:01:14
212.39,128.21,240.27,131.56,10.46,118.28,54.02,No Gas,2024-01-01 03:01:16
1023.07,344.34,301.15,187.76,64.63,353.15,332.71,Combined,2024-01-01 03:01:18
431.45,204.28,296.64,222.72,36.45,340.48,203.67,Smoke,2024-01-01 03:01:20
183.45,158.74,174.76,164.41,12.19,166.84,71.44,No Gas,2024-01-01 03:01:22
262.8,74.94,96.28,99.55,17.14,114.85,92.99,No Gas,2024-01-01 03:01:24
450.39,349.96,316.95,175.39,82.64,626.56,271.66,Combined,2024-01-01 03:01:26
256.95,66.83,112.22,120.38,27.84,291.08,29.29,No Gas,2024-01-01 03:01:28
240.74,149.92,245.11,87.15,20.11,227.44,82.85,No Gas,2024-01-01 03:01:30
189.06,196.69,121.05,151.31,20.05,182.31,32.97,No Gas,2024-01-01 03:01:32
301.43,151.76,195.53,177.39,16.89,282.45,323.59,Perfume,2024-01-01 03:01:34
726.92,68.41,303.55,74.61,43.33,619.52,129.4,Smoke,2024-01-01 03:01:36
163.99,43.07,178.6,90.28,18.24,354.97,29.29,No Gas,2024-01-01 03:01:38
149.99,226.12,181.81,145.54,19.99,272.23,41.09,No Gas,2024-01-01 03:01:40
266.06,65.8,210.01,190.42,18.71,400.39,108.11,No Gas,2024-01-01 03:01:42
323.79,159.8,228.19,125.94,6.35,206.3,97.81,No Gas,2024-01-01 03:01:44
431.63,247.47,361.7,182.16,158.95,588.25,107.19,Smoke,2024-01-01 03:01:46
334.33,505.94,338.25,112.53,12.79,235.57,354.76,Perfume,2024-01-01 03:01:48
234.52,140.53,141.3,154.66,22.39,103.85,63.51,No Gas,2024-01-01 03:01:50
175.9,93.78,205.74,103.53,20.0,278.55,60.98,No Gas,2024-01-01 03:01:52
151.09,62.48,103.73,257.26,17.8,263.11,36.79,No Gas,2024-01-01 03:01:54
1153.55,315.37,508.4,142.11,52.12,618.64,173.78,Combined,2024-01-01 03:01:56
1217.75,226.11,227.9,454.87,42.22,855.24,135.02,Combined,2024-01-01 03:01:58
368.03,123.43,311.56,345.47,35.04,420.2,240.05,Combined,2024-01-01 03:02:00
156.41,158.49,116.26,288.1,14.36,259.55,77.65,No Gas,2024-01-01 03:02:02
284.87,201.82,194.38,74.03,12.1,297.27,63.23,No Gas,2024-01-01 03:02:04
130.48,78.39,151.87,249.47,26.15,119.28,94.62,No Gas,2024-01-01 03:02:06
147.4,119.79,127.85,163.55,24.99,124.88,100.79,No Gas,2024-01-01 03:02:08
858.65,187.82,156.73,337.72,81.59,297.76,155.31,Smoke,2024-01-01 03:02:10
176.66,540.42,105.9,104.98,9.44,130.9,112.12,Perfume,2024-01-01 03:02:12
308.79,363.68,331.89,226.64,18.62,837.21,342.48,Combined,2024-01-01 03:02:14
628.02,448.17,400.32,183.88,40.38,1374.15,393.52,Combined,2024-01-01 03:02:16
237.72,70.71,89.13,203.22,16.36,123.05,43.79,No Gas,2024-01-01 03:02:18
222.85,420.67,137.03,136.82,11.83,310.4,473.86,Perfume,2024-01-01 03:02:20
104.19,150.86,111.63,193.98,11.96,293.47,71.48,No Gas,2024-01-01 03:02:22
320.97,201.58,140.37,176.29,20.82,339.42,60.7,No Gas,2024-01-01 03:02:24
363.05,573.05,129.02,210.69,13.22,305.44,339.99,Perfume,2024-01-01 03:02:26
127.17,164.05,148.57,112.7,7.03,157.43,89.21,No Gas,2024-01-01 03:02:28
637.16,179.01,281.8,241.96,44.56,299.2,245.91,Smoke,2024-01-01 03:02:30
140.72,106.63,184.31,176.53,7.98,308.95,36.97,No Gas,2024-01-01 03:02:32
